Plage,echantillon,orientation,position,substrat,frequentation,situation,distance,objet,compte,lat,lon
Amphion,74_Amp_1,NE,1,4,3,1,1,fibres,97,46.39811667,6.534083333
Amphion,74_Amp_10,NNE,2,4,3,1,1,fibres,140,46.39811667,6.534083333
Amphion,74_Amp_2,NNE,1,4,3,1,1,fibres,121,46.39811667,6.534083333
Amphion,74_Amp_3,NE,1,4,3,1,1,fibres,31,46.39811667,6.534083333
Amphion,74_Amp_4,NNE,1,4,3,1,1,fibres,179,46.39811667,6.534083333
Amphion,74_Amp_5,NE,2,4,3,1,1,fibres,70,46.39811667,6.534083333
Amphion,74_Amp_6,NE,2,4,3,1,1,fibres,167,46.39811667,6.534083333
Amphion,74_Amp_7,NE,2,4,3,1,1,fibres,44,46.39811667,6.534083333
Amphion,74_Amp_8,NNE,2,4,3,1,1,fibres,46,46.39811667,6.534083333
Amphion,74_Amp_9,NNE,2,4,3,1,1,fibres,205,46.39811667,6.534083333
Anthy,74_Ant_1,NNO,1,4,2,1,1,fibres,29,46.35155,6.404266667
Anthy,74_Ant_2,NNO,1,4,2,1,1,fibres,33,46.35155,6.404266667
Anthy,74_Ant_3,NNO,1,4,2,1,1,fibres,61,46.35155,6.404266667
Anthy,74_Ant_4,NNO,2,4,2,1,1,fibres,166,46.35155,6.404266667
Anthy,74_Ant_5,NNO,2,4,2,1,1,fibres,105,46.35155,6.404266667
Anthy,74_Ant_6,NNO,2,4,2,1,1,fibres,156,46.35155,6.404266667
Excenevex,74_Exc_1,NE,1,1,3,1,1,fibres,84,46.34981667,6.3595
Excenevex,74_Exc_10,NE,2,1,3,1,1,fibres,110,46.34981667,6.3595
Excenevex,74_Exc_11,NE,2,1,3,1,1,fibres,98,46.34981667,6.3595
Excenevex,74_Exc_13,NE,2,1,3,1,1,fibres,68,46.34981667,6.3595
Excenevex,74_Exc_14,NE,2,1,3,1,1,fibres,76,46.34981667,6.3595
Excenevex,74_Exc_15,NE,2,1,3,1,1,fibres,124,46.34981667,6.3595
Excenevex,74_Exc_17,NE,2,1,3,1,1,fibres,97,46.34981667,6.3595
Excenevex,74_Exc_18,NE,2,1,3,1,1,fibres,108,46.34981667,6.3595
Excenevex,74_Exc_19,NE,2,1,3,1,1,fibres,78,46.34981667,6.3595
Excenevex,74_Exc_20,NE,2,1,3,1,1,fibres,44,46.34981667,6.3595
Excenevex,74_Exc_21,NE,2,1,3,1,1,fibres,57,46.34981667,6.3595
Excenevex,74_Exc_22,NE,2,1,3,1,1,fibres,110,46.34981667,6.3595
Excenevex,74_Exc_23,NE,2,1,3,1,1,fibres,30,46.34981667,6.3595
Excenevex,74_Exc_25,NE,2,1,3,1,1,fibres,51,46.34981667,6.3595
Excenevex,74_Exc_27,NE,2,1,3,1,1,fibres,168,46.34981667,6.3595
Excenevex,74_Exc_29,NE,2,1,3,1,1,fibres,40,46.34981667,6.3595
Excenevex,74_Exc_3,NE,1,1,3,1,1,fibres,109,46.34981667,6.3595
Excenevex,74_Exc_30,NE,2,1,3,1,1,fibres,59,46.34981667,6.3595
Excenevex,74_Exc_31,NE,2,1,3,1,1,fibres,57,46.34981667,6.3595
Excenevex,74_Exc_32,NE,2,1,3,1,1,fibres,187,46.34981667,6.3595
Excenevex,74_Exc_33,NE,2,1,3,1,1,fibres,189,46.34981667,6.3595
Excenevex,74_Exc_34,NE,2,1,3,1,1,fibres,176,46.34981667,6.3595
Excenevex,74_Exc_4,NE,1,1,3,1,1,fibres,39,46.34981667,6.3595
Excenevex,74_Exc_5,NE,1,1,3,1,1,fibres,33,46.34981667,6.3595
Excenevex,74_Exc_6,NE,1,1,3,1,1,fibres,125,46.34981667,6.3595
Excenevex,74_Exc_7,NE,1,1,3,1,1,fibres,120,46.34981667,6.3595
Excenevex,74_Exc_8,NE,1,1,3,1,1,fibres,126,46.34981667,6.3595
Excenevex,74_Exc_9,NE,2,1,3,1,1,fibres,157,46.34981667,6.3595
Lugrin,74_Lug_1,NNE,1,4,2,1,2,fibres,110,46.40485,6.667833333
Lugrin,74_Lug_2,N,1,4,2,1,2,fibres,126,46.40485,6.667833333
Lugrin,74_Lug_3,NNO,1,4,2,1,2,fibres,66,46.40485,6.667833333
Lugrin,74_Lug_4,N,2,4,2,1,2,fibres,54,46.40485,6.667833333
Lugrin,74_Lug_5,N,2,4,2,1,2,fibres,567,46.40485,6.667833333
Meillerie,74_Mei_1,N,1,2,1,2,3,fibres,26,46.40773333,6.716533333
Saint-Disdille,74_StD_1,N,1,4,2,1,1,fibres,79,46.40105,6.502066667
Saint-Disdille,74_StD_2,N,1,4,2,1,1,fibres,221,46.40105,6.502066667
Saint-Disdille,74_StD_3,NNO,1,4,2,1,1,fibres,261,46.40105,6.502066667
Saint-Disdille,74_StD_4,NNO,1,4,2,1,1,fibres,115,46.40105,6.502066667
Saint-Disdille,74_StD_5,NNO,1,4,2,1,1,fibres,116,46.40105,6.502066667
Saint-Disdille,74_StD_6,NO,1,4,2,1,1,fibres,113,46.40105,6.502066667
Tougues,74_Tou_1,NO,1,2,3,1,2,fibres,63,46.32471667,6.256883333
Tougues,74_Tou_10,NO,2,2,3,1,2,fibres,187,46.32471667,6.256883333
Tougues,74_Tou_11,NO,2,2,3,1,2,fibres,118,46.32471667,6.256883333
Tougues,74_Tou_2,NO,1,2,3,1,2,fibres,161,46.32471667,6.256883333
Tougues,74_Tou_3,NO,1,2,3,1,2,fibres,21,46.32471667,6.256883333
Tougues,74_Tou_4,NO,1,2,3,1,2,fibres,20,46.32471667,6.256883333
Tougues,74_Tou_5,NO,1,2,3,1,2,fibres,43,46.32471667,6.256883333
Tougues,74_Tou_6,NO,1,2,3,1,2,fibres,50,46.32471667,6.256883333
Tougues,74_Tou_7,NO,2,2,3,1,2,fibres,114,46.32471667,6.256883333
Tougues,74_Tou_8,NO,2,2,3,1,2,fibres,59,46.32471667,6.256883333
Tougues,74_Tou_9,NO,2,2,3,1,2,fibres,156,46.32471667,6.256883333
Baby Plage,GE_Bab_1,NNE,1,1,3,2,2,fibres,22,46.20878333,6.16285
Baby Plage,GE_Bab_10,N,2,1,3,2,2,fibres,169,46.20878333,6.16285
Baby Plage,GE_Bab_11,N,2,1,3,2,2,fibres,105,46.20878333,6.16285
Baby Plage,GE_Bab_2,N,1,1,3,2,2,fibres,122,46.20878333,6.16285
Baby Plage,GE_Bab_3,N,1,1,3,2,2,fibres,31,46.20878333,6.16285
Baby Plage,GE_Bab_4,N,1,1,3,2,2,fibres,21,46.20878333,6.16285
Baby Plage,GE_Bab_5,N,1,1,3,2,2,fibres,119,46.20878333,6.16285
Baby Plage,GE_Bab_6,NNE,2,1,3,2,2,fibres,51,46.20878333,6.16285
Baby Plage,GE_Bab_7,NNE,2,1,3,2,2,fibres,88,46.20878333,6.16285
Baby Plage,GE_Bab_8,N,2,1,3,2,2,fibres,203,46.20878333,6.16285
Baby Plage,GE_Bab_9,N,2,1,3,2,2,fibres,148,46.20878333,6.16285
Hermance,GE_Her_1,OSO,1,3,3,2,2,fibres,79,46.30358333,6.240833333
Hermance,GE_Her_2,OSO,1,3,3,2,2,fibres,25,46.30358333,6.240833333
Hermance,GE_Her_3,OSO,1,3,3,2,2,fibres,69,46.30358333,6.240833333
Hermance,GE_Her_4,OSO,1,3,3,2,2,fibres,76,46.30358333,6.240833333
Hermance,GE_Her_5,OSO,2,3,3,2,2,fibres,206,46.30358333,6.240833333
Hermance,GE_Her_6,OSO,2,3,3,2,2,fibres,188,46.30358333,6.240833333
Hermance,GE_Her_7,OSO,2,3,3,2,2,fibres,257,46.30358333,6.240833333
Hermance,GE_Her_8,OSO,2,3,3,2,2,fibres,45,46.30358333,6.240833333
Hermance,GE_Her_9,OSO,2,3,3,2,2,fibres,437,46.30358333,6.240833333
Port Choiseul,GE_Por_1,NE,1,3,3,2,2,fibres,37,46.28966667,6.170716667
Port Choiseul,GE_Por_10,NE,2,3,3,2,2,fibres,859,46.28966667,6.170716667
Port Choiseul,GE_Por_2,NE,1,3,3,2,2,fibres,61,46.28966667,6.170716667
Port Choiseul,GE_Por_3,NE,1,3,3,2,2,fibres,80,46.28966667,6.170716667
Port Choiseul,GE_Por_4,NE,1,3,3,2,2,fibres,62,46.28966667,6.170716667
Port Choiseul,GE_Por_5,NE,1,3,3,2,2,fibres,35,46.28966667,6.170716667
Port Choiseul,GE_Por_6,NE,1,3,3,2,2,fibres,84,46.28966667,6.170716667
Port Choiseul,GE_Por_7,NE,2,3,3,2,2,fibres,773,46.28966667,6.170716667
Port Choiseul,GE_Por_9,NE,2,3,3,2,2,fibres,789,46.28966667,6.170716667
Savonnière,GE_Sav_1,NO,1,4,3,1,1,fibres,110,46.26413333,6.199733333
Savonnière,GE_Sav_2,NO,1,4,3,1,1,fibres,24,46.26413333,6.199733333
Savonnière,GE_Sav_3,OSO,1,4,3,1,1,fibres,210,46.26413333,6.199733333
Savonnière,GE_Sav_4,NO,2,2,3,1,1,fibres,280,46.26413333,6.199733333
Savonnière,GE_Sav_6,NO,2,2,3,1,1,fibres,341,46.26413333,6.199733333
Savonnière,GE_Sav_7,NO,2,2,3,1,1,fibres,106,46.26413333,6.199733333
Savonnière,GE_Sav_8,NO,2,2,3,1,1,fibres,180,46.26413333,6.199733333
Savonnière,GE_Sav_9,NO,2,2,3,1,1,fibres,375,46.26413333,6.199733333
Versoix,GE_Ver_1,ESE,1,3,3,1,2,fibres,59,46.27405,6.171316667
Versoix,GE_Ver_2,ESE,1,3,3,1,2,fibres,134,46.27405,6.171316667
Versoix,GE_Ver_3,ESE,1,3,3,1,2,fibres,89,46.27405,6.171316667
Versoix,GE_Ver_4,ESE,2,3,3,1,2,fibres,84,46.27405,6.171316667
Aubonne,VD_Aub_1,ONO,1,4,2,1,4,fibres,39,46.46026667,6.39115
Aubonne,VD_Aub_2,O,1,4,2,1,4,fibres,51,46.46026667,6.39115
Aubonne,VD_Aub_3,OSO,1,4,2,1,4,fibres,86,46.46026667,6.39115
Aubonne,VD_Aub_4,OSO,1,4,2,1,4,fibres,30,46.46026667,6.39115
Aubonne,VD_Aub_5,SO,1,4,2,1,4,fibres,42,46.46026667,6.39115
Aubonne,VD_Aub_6,ONO,2,4,2,1,4,fibres,76,46.46026667,6.39115
Aubonne,VD_Aub_7,OSO,2,4,2,1,4,fibres,132,46.46026667,6.39115
Aubonne,VD_Aub_9,OSO,2,4,2,1,4,fibres,105,46.46026667,6.39115
Clarens,VD_Cls_1,SSO,1,4,3,2,1,fibres,44,46.43941667,6.889566667
Clarens,VD_Cls_2,SSO,1,4,3,2,1,fibres,84,46.43941667,6.889566667
Clarens,VD_Cls_3,SSO,1,4,3,2,1,fibres,42,46.43941667,6.889566667
Clarens,VD_Cls_4,SSO,1,4,3,2,1,fibres,25,46.43941667,6.889566667
Clarens,VD_Cls_5,SSO,2,2,3,2,1,fibres,31,46.43941667,6.889566667
Clarens,VD_Cls_6,SSO,2,2,3,2,1,fibres,119,46.43941667,6.889566667
Crans,VD_Cra_1,SSE,1,2,1,1,3,fibres,17,46.35538333,6.214033333
Cully,VD_Cul_1,SO,1,3,1,1,1,fibres,117,46.48895,6.7414
Cully,VD_Cul_2,SO,2,3,1,1,1,fibres,0,46.48895,6.7414
Gland,VD_Gld_1,E,1,2,2,1,1,fibres,26,46.4188,6.290033333
Grangettes,VD_Grs_1,NO,1,1,2,1,2,fibres,181,46.39621667,6.886716667
Grangettes,VD_Grs_2,NO,1,1,2,1,2,fibres,112,46.39621667,6.886716667
Grangettes,VD_Grs_3,NO,1,1,2,1,2,fibres,89,46.39621667,6.886716667
Grangettes,VD_Grs_4,NO,1,1,2,1,2,fibres,273,46.39621667,6.886716667
Grangettes,VD_Grs_6,NO,2,1,2,1,2,fibres,564,46.39621667,6.886716667
Grangettes,VD_Grs_7,NO,2,1,2,1,2,fibres,186,46.39621667,6.886716667
Lutry,VD_Lut_1,SSE,1,4,3,2,2,fibres,126,46.49995,6.69245
Lutry,VD_Lut_2,SE,1,4,3,2,2,fibres,61,46.49995,6.69245
Lutry,VD_Lut_3,SE,1,4,3,2,2,fibres,68,46.49995,6.69245
Lutry,VD_Lut_4,SE,1,4,3,2,2,fibres,39,46.49995,6.69245
Lutry,VD_Lut_5,SSE,2,2,3,2,2,fibres,77,46.49995,6.69245
Lutry,VD_Lut_6,SE,2,2,3,2,2,fibres,394,46.49995,6.69245
Lutry,VD_Lut_8,SE,2,2,3,2,2,fibres,146,46.49995,6.69245
Pichette,VD_Pic_1,SSE,1,3,2,1,1,fibres,18,46.46991667,6.815783333
Pichette,VD_Pic_2,S,1,3,2,1,1,fibres,107,46.46991667,6.815783333
Pichette,VD_Pic_3,SSE,1,3,2,1,1,fibres,75,46.46991667,6.815783333
Pichette,VD_Pic_4,SSE,2,3,2,1,1,fibres,369,46.46991667,6.815783333
Pichette,VD_Pic_6,S,2,3,2,1,1,fibres,2593,46.46991667,6.815783333
Préverenges,VD_Pré_1,SO,1,1,3,1,2,fibres,179,46.51141667,6.529916667
Préverenges,VD_Pré_10,SO,1,1,3,1,2,fibres,53,46.51141667,6.529916667
Préverenges,VD_Pré_11,SO,2,1,3,1,2,fibres,224,46.51141667,6.529916667
Préverenges,VD_Pré_12,SO,2,1,3,1,2,fibres,124,46.51141667,6.529916667
Préverenges,VD_Pré_13,SO,2,1,3,1,2,fibres,253,46.51141667,6.529916667
Préverenges,VD_Pré_14,SO,2,1,3,1,2,fibres,208,46.51141667,6.529916667
Préverenges,VD_Pré_15,SO,2,1,3,1,2,fibres,285,46.51141667,6.529916667
Préverenges,VD_Pré_16,SO,2,1,3,1,2,fibres,94,46.51141667,6.529916667
Préverenges,VD_Pré_17,SO,2,1,3,1,2,fibres,130,46.51141667,6.529916667
Préverenges,VD_Pré_19,SO,2,1,3,1,2,fibres,120,46.51141667,6.529916667
Préverenges,VD_Pré_2,SO,1,1,3,1,2,fibres,240,46.51141667,6.529916667
Préverenges,VD_Pré_20,SO,2,1,3,1,2,fibres,121,46.51141667,6.529916667
Préverenges,VD_Pré_21,SO,2,1,3,1,2,fibres,206,46.51141667,6.529916667
Préverenges,VD_Pré_22,SO,2,1,3,1,2,fibres,93,46.51141667,6.529916667
Préverenges,VD_Pré_23,SO,2,1,3,1,2,fibres,67,46.51141667,6.529916667
Préverenges,VD_Pré_24,SO,2,1,3,1,2,fibres,91,46.51141667,6.529916667
Préverenges,VD_Pré_3,SO,1,1,3,1,2,fibres,251,46.51141667,6.529916667
Préverenges,VD_Pré_4,SO,1,1,3,1,2,fibres,36,46.51141667,6.529916667
Préverenges,VD_Pré_5,SO,1,1,3,1,2,fibres,67,46.51141667,6.529916667
Préverenges,VD_Pré_6,SO,1,1,3,1,2,fibres,69,46.51141667,6.529916667
Préverenges,VD_Pré_7,SO,1,1,3,1,2,fibres,110,46.51141667,6.529916667
Préverenges,VD_Pré_8,SO,1,1,3,1,2,fibres,132,46.51141667,6.529916667
Préverenges,VD_Pré_9,SO,1,1,3,1,2,fibres,118,46.51141667,6.529916667
Rolle,VD_Rol_1,SSO,1,1,3,2,1,fibres,67,46.46133333,6.350633333
Rolle,VD_Rol_10,S,1,1,3,2,1,fibres,72,46.46133333,6.350633333
Rolle,VD_Rol_11,SSO,2,1,3,2,1,fibres,155,46.46133333,6.350633333
Rolle,VD_Rol_12,SSO,2,1,3,2,1,fibres,99,46.46133333,6.350633333
Rolle,VD_Rol_13,SSO,2,1,3,2,1,fibres,156,46.46133333,6.350633333
Rolle,VD_Rol_14,S,2,1,3,2,1,fibres,72,46.46133333,6.350633333
Rolle,VD_Rol_15,S,2,1,3,2,1,fibres,131,46.46133333,6.350633333
Rolle,VD_Rol_16,S,2,1,3,2,1,fibres,155,46.46133333,6.350633333
Rolle,VD_Rol_17,SSE,2,1,3,2,1,fibres,84,46.46133333,6.350633333
Rolle,VD_Rol_18,S,2,1,3,2,1,fibres,58,46.46133333,6.350633333
Rolle,VD_Rol_19,S,2,1,3,2,1,fibres,97,46.46133333,6.350633333
Rolle,VD_Rol_2,SSO,1,1,3,2,1,fibres,28,46.46133333,6.350633333
Rolle,VD_Rol_20,S,2,1,3,2,1,fibres,98,46.46133333,6.350633333
Rolle,VD_Rol_21,SSE,2,1,3,2,1,fibres,240,46.46133333,6.350633333
Rolle,VD_Rol_3,SSO,1,1,3,2,1,fibres,60,46.46133333,6.350633333
Rolle,VD_Rol_4,SSO,1,1,3,2,1,fibres,160,46.46133333,6.350633333
Rolle,VD_Rol_5,S,1,1,3,2,1,fibres,98,46.46133333,6.350633333
Rolle,VD_Rol_6,S,1,1,3,2,1,fibres,145,46.46133333,6.350633333
Rolle,VD_Rol_7,S,1,1,3,2,1,fibres,177,46.46133333,6.350633333
Rolle,VD_Rol_8,SSE,1,1,3,2,1,fibres,83,46.46133333,6.350633333
Rolle,VD_Rol_9,SSE,1,1,3,2,1,fibres,72,46.46133333,6.350633333
Tolochenaz,VD_Tol_1,SE,1,2,1,1,4,fibres,54,46.4917,6.48075
Tolochenaz,VD_Tol_2,SE,1,2,1,1,4,fibres,54,46.4917,6.48075
Tolochenaz,VD_Tol_3,ENE,1,2,1,1,4,fibres,82,46.4917,6.48075
Tolochenaz,VD_Tol_4,ENE,1,2,1,1,4,fibres,176,46.4917,6.48075
Vidy,VD_Vid_1,SO,1,1,3,2,2,fibres,102,46.51121667,6.6109
Vidy,VD_Vid_10,S,2,1,3,2,2,fibres,171,46.51121667,6.6109
Vidy,VD_Vid_11,SO,2,1,3,2,2,fibres,124,46.51121667,6.6109
Vidy,VD_Vid_12,SO,2,1,3,2,2,fibres,129,46.51121667,6.6109
Vidy,VD_Vid_13,S,2,1,3,2,2,fibres,0,46.51121667,6.6109
Vidy,VD_Vid_2,SO,1,1,3,2,2,fibres,202,46.51121667,6.6109
Vidy,VD_Vid_3,SO,1,1,3,2,2,fibres,39,46.51121667,6.6109
Vidy,VD_Vid_4,S,1,1,3,2,2,fibres,24,46.51121667,6.6109
Vidy,VD_Vid_5,S,1,1,3,2,2,fibres,36,46.51121667,6.6109
Vidy,VD_Vid_6,SSE,1,1,3,2,2,fibres,34,46.51121667,6.6109
Vidy,VD_Vid_7,SO,2,1,3,2,2,fibres,214,46.51121667,6.6109
Vidy,VD_Vid_8,SO,2,1,3,2,2,fibres,0,46.51121667,6.6109
Vidy,VD_Vid_9,SO,2,1,3,2,2,fibres,130,46.51121667,6.6109
Bouveret,VS_Bou_1,ONO,1,1,3,1,2,fibres,68,46.389,6.859816667
Bouveret,VS_Bou_10,O,2,1,3,1,2,fibres,80,46.389,6.859816667
Bouveret,VS_Bou_11,O,2,1,3,1,2,fibres,883,46.389,6.859816667
Bouveret,VS_Bou_12,O,2,1,3,1,2,fibres,0,46.389,6.859816667
Bouveret,VS_Bou_2,ONO,1,1,3,1,2,fibres,100,46.389,6.859816667
Bouveret,VS_Bou_3,O,1,1,3,1,2,fibres,36,46.389,6.859816667
Bouveret,VS_Bou_4,O,1,1,3,1,2,fibres,37,46.389,6.859816667
