Plage,échantillon,orientation,position,substrat,fréquentation,situation,distance,objet,compte
Lutry,VD_Lut_4,SE,1,4,3,2,2,souple,0.0
Lutry,VD_Lut_5,SSE,2,2,3,2,2,fdure,4.0
Lutry,VD_Lut_5,SSE,2,2,3,2,2,fibres,77.0
Lutry,VD_Lut_5,SSE,2,2,3,2,2,souple,13.0
Lutry,VD_Lut_6,SE,2,2,3,2,2,fdure,19.0
Lutry,VD_Lut_6,SE,2,2,3,2,2,fibres,394.0
Lutry,VD_Lut_6,SE,2,2,3,2,2,souple,57.0
Lutry,VD_Lut_8,SE,2,2,3,2,2,fdure,3.0
Lutry,VD_Lut_8,SE,2,2,3,2,2,fibres,146.0
Lutry,VD_Lut_8,SE,2,2,3,2,2,souple,36.0
Meillerie,74_Mei_1,N,1,2,1,2,3,fdure,26.0
Meillerie,74_Mei_1,N,1,2,1,2,3,fibres,26.0
Meillerie,74_Mei_1,N,1,2,1,2,3,souple,5.0
Pichette,VD_Pic_1,SSE,1,3,2,1,1,fdure,2.0
Pichette,VD_Pic_1,SSE,1,3,2,1,1,fibres,18.0
Pichette,VD_Pic_1,SSE,1,3,2,1,1,souple,0.0
Pichette,VD_Pic_2,S,1,3,2,1,1,fdure,6.0
Pichette,VD_Pic_2,S,1,3,2,1,1,fibres,107.0
Pichette,VD_Pic_2,S,1,3,2,1,1,souple,0.0
Pichette,VD_Pic_3,SSE,1,3,2,1,1,fdure,8.0
Pichette,VD_Pic_3,SSE,1,3,2,1,1,fibres,75.0
Pichette,VD_Pic_3,SSE,1,3,2,1,1,souple,0.0
Pichette,VD_Pic_4,SSE,2,3,2,1,1,fdure,185.0
Pichette,VD_Pic_4,SSE,2,3,2,1,1,fibres,369.0
Pichette,VD_Pic_4,SSE,2,3,2,1,1,souple,5.0
Pichette,VD_Pic_6,S,2,3,2,1,1,fdure,317.0
Pichette,VD_Pic_6,S,2,3,2,1,1,fibres,2593.0
Pichette,VD_Pic_6,S,2,3,2,1,1,souple,233.0
Port Choiseul,GE_Por_1,NE,1,3,3,2,2,fdure,2.0
Port Choiseul,GE_Por_1,NE,1,3,3,2,2,fibres,37.0
Port Choiseul,GE_Por_1,NE,1,3,3,2,2,souple,1.0
Port Choiseul,GE_Por_10,NE,2,3,3,2,2,fdure,197.0
Port Choiseul,GE_Por_10,NE,2,3,3,2,2,fibres,859.0
Port Choiseul,GE_Por_10,NE,2,3,3,2,2,souple,20.0
Port Choiseul,GE_Por_2,NE,1,3,3,2,2,fdure,1.0
Port Choiseul,GE_Por_2,NE,1,3,3,2,2,fibres,61.0
Port Choiseul,GE_Por_2,NE,1,3,3,2,2,souple,0.0
Port Choiseul,GE_Por_3,NE,1,3,3,2,2,fdure,10.0
Port Choiseul,GE_Por_3,NE,1,3,3,2,2,fibres,80.0
Port Choiseul,GE_Por_3,NE,1,3,3,2,2,souple,1.0
Port Choiseul,GE_Por_4,NE,1,3,3,2,2,fdure,3.0
Port Choiseul,GE_Por_4,NE,1,3,3,2,2,fibres,62.0
Port Choiseul,GE_Por_4,NE,1,3,3,2,2,souple,5.0
Port Choiseul,GE_Por_5,NE,1,3,3,2,2,fdure,0.0
Port Choiseul,GE_Por_5,NE,1,3,3,2,2,fibres,35.0
Port Choiseul,GE_Por_5,NE,1,3,3,2,2,souple,1.0
Port Choiseul,GE_Por_6,NE,1,3,3,2,2,fdure,1.0
Port Choiseul,GE_Por_6,NE,1,3,3,2,2,fibres,84.0
Port Choiseul,GE_Por_6,NE,1,3,3,2,2,souple,0.0
Port Choiseul,GE_Por_7,NE,2,3,3,2,2,fdure,696.0
Port Choiseul,GE_Por_7,NE,2,3,3,2,2,fibres,773.0
Port Choiseul,GE_Por_7,NE,2,3,3,2,2,souple,23.0
Port Choiseul,GE_Por_9,NE,2,3,3,2,2,fdure,157.0
Port Choiseul,GE_Por_9,NE,2,3,3,2,2,fibres,789.0
Port Choiseul,GE_Por_9,NE,2,3,3,2,2,souple,31.0
Préverenges,VD_Pré_1,SO,1,1,3,1,2,fdure,16.0
Préverenges,VD_Pré_1,SO,1,1,3,1,2,fibres,179.0
Préverenges,VD_Pré_1,SO,1,1,3,1,2,souple,3.0
Préverenges,VD_Pré_10,SO,1,1,3,1,2,fdure,40.0
Préverenges,VD_Pré_10,SO,1,1,3,1,2,fibres,53.0
Préverenges,VD_Pré_10,SO,1,1,3,1,2,souple,2.0
Préverenges,VD_Pré_11,SO,2,1,3,1,2,fdure,23.0
Préverenges,VD_Pré_11,SO,2,1,3,1,2,fibres,224.0
Préverenges,VD_Pré_11,SO,2,1,3,1,2,souple,6.0
Préverenges,VD_Pré_12,SO,2,1,3,1,2,fdure,13.0
Préverenges,VD_Pré_12,SO,2,1,3,1,2,fibres,124.0
Préverenges,VD_Pré_12,SO,2,1,3,1,2,souple,2.0
Préverenges,VD_Pré_13,SO,2,1,3,1,2,fdure,11.0
Préverenges,VD_Pré_13,SO,2,1,3,1,2,fibres,253.0
Préverenges,VD_Pré_13,SO,2,1,3,1,2,souple,12.0
Préverenges,VD_Pré_14,SO,2,1,3,1,2,fdure,26.0
Préverenges,VD_Pré_14,SO,2,1,3,1,2,fibres,208.0
Préverenges,VD_Pré_14,SO,2,1,3,1,2,souple,8.0
Préverenges,VD_Pré_15,SO,2,1,3,1,2,fdure,15.0
Préverenges,VD_Pré_15,SO,2,1,3,1,2,fibres,285.0
Préverenges,VD_Pré_15,SO,2,1,3,1,2,souple,60.0
Préverenges,VD_Pré_16,SO,2,1,3,1,2,fdure,14.0
Préverenges,VD_Pré_16,SO,2,1,3,1,2,fibres,94.0
Préverenges,VD_Pré_16,SO,2,1,3,1,2,souple,6.0
Préverenges,VD_Pré_17,SO,2,1,3,1,2,fdure,21.0
Préverenges,VD_Pré_17,SO,2,1,3,1,2,fibres,130.0
Préverenges,VD_Pré_17,SO,2,1,3,1,2,souple,6.0
Préverenges,VD_Pré_19,SO,2,1,3,1,2,fdure,18.0
Préverenges,VD_Pré_19,SO,2,1,3,1,2,fibres,120.0
Préverenges,VD_Pré_19,SO,2,1,3,1,2,souple,4.0
Préverenges,VD_Pré_2,SO,1,1,3,1,2,fdure,40.0
Préverenges,VD_Pré_2,SO,1,1,3,1,2,fibres,240.0
Préverenges,VD_Pré_2,SO,1,1,3,1,2,souple,604.0
Préverenges,VD_Pré_20,SO,2,1,3,1,2,fdure,29.0
Préverenges,VD_Pré_20,SO,2,1,3,1,2,fibres,121.0
Préverenges,VD_Pré_20,SO,2,1,3,1,2,souple,7.0
Préverenges,VD_Pré_21,SO,2,1,3,1,2,fdure,85.0
Préverenges,VD_Pré_21,SO,2,1,3,1,2,fibres,206.0
Préverenges,VD_Pré_21,SO,2,1,3,1,2,souple,11.0
Préverenges,VD_Pré_22,SO,2,1,3,1,2,fdure,31.0
Préverenges,VD_Pré_22,SO,2,1,3,1,2,fibres,93.0
Préverenges,VD_Pré_22,SO,2,1,3,1,2,souple,22.0
Préverenges,VD_Pré_23,SO,2,1,3,1,2,fdure,7.0
Préverenges,VD_Pré_23,SO,2,1,3,1,2,fibres,67.0
Préverenges,VD_Pré_23,SO,2,1,3,1,2,souple,16.0
Préverenges,VD_Pré_24,SO,2,1,3,1,2,fdure,2.0
Préverenges,VD_Pré_24,SO,2,1,3,1,2,fibres,91.0
Préverenges,VD_Pré_24,SO,2,1,3,1,2,souple,16.0
Préverenges,VD_Pré_3,SO,1,1,3,1,2,fdure,112.0
Préverenges,VD_Pré_3,SO,1,1,3,1,2,fibres,251.0
Préverenges,VD_Pré_3,SO,1,1,3,1,2,souple,118.0
Préverenges,VD_Pré_4,SO,1,1,3,1,2,fdure,41.0
Préverenges,VD_Pré_4,SO,1,1,3,1,2,fibres,36.0
Préverenges,VD_Pré_4,SO,1,1,3,1,2,souple,1.0
Préverenges,VD_Pré_5,SO,1,1,3,1,2,fdure,58.0
Préverenges,VD_Pré_5,SO,1,1,3,1,2,fibres,67.0
Préverenges,VD_Pré_5,SO,1,1,3,1,2,souple,3.0
Préverenges,VD_Pré_6,SO,1,1,3,1,2,fdure,15.0
Préverenges,VD_Pré_6,SO,1,1,3,1,2,fibres,69.0
Préverenges,VD_Pré_6,SO,1,1,3,1,2,souple,2.0
Préverenges,VD_Pré_7,SO,1,1,3,1,2,fdure,32.0
Préverenges,VD_Pré_7,SO,1,1,3,1,2,fibres,110.0
Préverenges,VD_Pré_7,SO,1,1,3,1,2,souple,6.0
Préverenges,VD_Pré_8,SO,1,1,3,1,2,fdure,9.0
Préverenges,VD_Pré_8,SO,1,1,3,1,2,fibres,132.0
Préverenges,VD_Pré_8,SO,1,1,3,1,2,souple,10.0
Préverenges,VD_Pré_9,SO,1,1,3,1,2,fdure,43.0
Préverenges,VD_Pré_9,SO,1,1,3,1,2,fibres,118.0
Préverenges,VD_Pré_9,SO,1,1,3,1,2,souple,13.0
Rolle,VD_Rol_1,SSO,1,1,3,2,1,fdure,30.0
Rolle,VD_Rol_1,SSO,1,1,3,2,1,fibres,67.0
Rolle,VD_Rol_1,SSO,1,1,3,2,1,souple,2.0
Rolle,VD_Rol_10,S,1,1,3,2,1,fdure,10.0
Rolle,VD_Rol_10,S,1,1,3,2,1,fibres,72.0
Rolle,VD_Rol_10,S,1,1,3,2,1,souple,3.0
Rolle,VD_Rol_11,SSO,2,1,3,2,1,fdure,36.0
Rolle,VD_Rol_11,SSO,2,1,3,2,1,fibres,155.0
Rolle,VD_Rol_11,SSO,2,1,3,2,1,souple,1.0
Rolle,VD_Rol_12,SSO,2,1,3,2,1,fdure,20.0
Rolle,VD_Rol_12,SSO,2,1,3,2,1,fibres,99.0
Rolle,VD_Rol_12,SSO,2,1,3,2,1,souple,5.0
Rolle,VD_Rol_13,SSO,2,1,3,2,1,fdure,198.0
Rolle,VD_Rol_13,SSO,2,1,3,2,1,fibres,156.0
Rolle,VD_Rol_13,SSO,2,1,3,2,1,souple,1.0
Rolle,VD_Rol_14,S,2,1,3,2,1,fdure,43.0
Rolle,VD_Rol_14,S,2,1,3,2,1,fibres,72.0
Rolle,VD_Rol_14,S,2,1,3,2,1,souple,1.0
Rolle,VD_Rol_15,S,2,1,3,2,1,fdure,42.0
Rolle,VD_Rol_15,S,2,1,3,2,1,fibres,131.0
Rolle,VD_Rol_15,S,2,1,3,2,1,souple,2.0
Rolle,VD_Rol_16,S,2,1,3,2,1,fdure,12.0
Rolle,VD_Rol_16,S,2,1,3,2,1,fibres,155.0
Rolle,VD_Rol_16,S,2,1,3,2,1,souple,4.0
Rolle,VD_Rol_17,SSE,2,1,3,2,1,fdure,16.0
Rolle,VD_Rol_17,SSE,2,1,3,2,1,fibres,84.0
Rolle,VD_Rol_17,SSE,2,1,3,2,1,souple,5.0
Rolle,VD_Rol_18,S,2,1,3,2,1,fdure,12.0
Rolle,VD_Rol_18,S,2,1,3,2,1,fibres,58.0
Rolle,VD_Rol_18,S,2,1,3,2,1,souple,0.0
Rolle,VD_Rol_19,S,2,1,3,2,1,fdure,33.0
Rolle,VD_Rol_19,S,2,1,3,2,1,fibres,97.0
Rolle,VD_Rol_19,S,2,1,3,2,1,souple,4.0
Rolle,VD_Rol_2,SSO,1,1,3,2,1,fdure,35.0
Rolle,VD_Rol_2,SSO,1,1,3,2,1,fibres,28.0
Rolle,VD_Rol_2,SSO,1,1,3,2,1,souple,0.0
Rolle,VD_Rol_20,S,2,1,3,2,1,fdure,31.0
Rolle,VD_Rol_20,S,2,1,3,2,1,fibres,98.0
Rolle,VD_Rol_20,S,2,1,3,2,1,souple,7.0
Rolle,VD_Rol_21,SSE,2,1,3,2,1,fdure,154.0
Rolle,VD_Rol_21,SSE,2,1,3,2,1,fibres,240.0
Rolle,VD_Rol_21,SSE,2,1,3,2,1,souple,6.0
Rolle,VD_Rol_3,SSO,1,1,3,2,1,fdure,15.0
Rolle,VD_Rol_3,SSO,1,1,3,2,1,fibres,60.0
Rolle,VD_Rol_3,SSO,1,1,3,2,1,souple,3.0
Rolle,VD_Rol_4,SSO,1,1,3,2,1,fdure,24.0
Rolle,VD_Rol_4,SSO,1,1,3,2,1,fibres,160.0
Rolle,VD_Rol_4,SSO,1,1,3,2,1,souple,2.0
Rolle,VD_Rol_5,S,1,1,3,2,1,fdure,21.0
Rolle,VD_Rol_5,S,1,1,3,2,1,fibres,98.0
Rolle,VD_Rol_5,S,1,1,3,2,1,souple,2.0
Rolle,VD_Rol_6,S,1,1,3,2,1,fdure,40.0
Rolle,VD_Rol_6,S,1,1,3,2,1,fibres,145.0
Rolle,VD_Rol_6,S,1,1,3,2,1,souple,9.0
Rolle,VD_Rol_7,S,1,1,3,2,1,fdure,21.0
Rolle,VD_Rol_7,S,1,1,3,2,1,fibres,177.0
Rolle,VD_Rol_7,S,1,1,3,2,1,souple,2.0
Rolle,VD_Rol_8,SSE,1,1,3,2,1,fdure,41.0
Rolle,VD_Rol_8,SSE,1,1,3,2,1,fibres,83.0
Rolle,VD_Rol_8,SSE,1,1,3,2,1,souple,6.0
Rolle,VD_Rol_9,SSE,1,1,3,2,1,fdure,21.0
Rolle,VD_Rol_9,SSE,1,1,3,2,1,fibres,72.0
Rolle,VD_Rol_9,SSE,1,1,3,2,1,souple,2.0
Saint-Disdille,74_StD_1,N,1,4,2,1,1,fdure,15.0
Saint-Disdille,74_StD_1,N,1,4,2,1,1,fibres,79.0
Saint-Disdille,74_StD_1,N,1,4,2,1,1,souple,2.0
Saint-Disdille,74_StD_2,N,1,4,2,1,1,fdure,14.0
Saint-Disdille,74_StD_2,N,1,4,2,1,1,fibres,221.0
Saint-Disdille,74_StD_2,N,1,4,2,1,1,souple,11.0
Saint-Disdille,74_StD_3,NNO,1,4,2,1,1,fdure,43.0
Saint-Disdille,74_StD_3,NNO,1,4,2,1,1,fibres,261.0
Saint-Disdille,74_StD_3,NNO,1,4,2,1,1,souple,30.0
Saint-Disdille,74_StD_4,NNO,1,4,2,1,1,fdure,8.0
Saint-Disdille,74_StD_4,NNO,1,4,2,1,1,fibres,115.0
Saint-Disdille,74_StD_4,NNO,1,4,2,1,1,souple,8.0
Saint-Disdille,74_StD_5,NNO,1,4,2,1,1,fdure,1.0
Saint-Disdille,74_StD_5,NNO,1,4,2,1,1,fibres,116.0
Saint-Disdille,74_StD_5,NNO,1,4,2,1,1,souple,0.0
Saint-Disdille,74_StD_6,NO,1,4,2,1,1,fdure,40.0
Saint-Disdille,74_StD_6,NO,1,4,2,1,1,fibres,113.0
Saint-Disdille,74_StD_6,NO,1,4,2,1,1,souple,2.0
Savonnière,GE_Sav_1,NO,1,4,3,1,1,fdure,10.0
Savonnière,GE_Sav_1,NO,1,4,3,1,1,fibres,110.0
Savonnière,GE_Sav_1,NO,1,4,3,1,1,souple,0.0
Savonnière,GE_Sav_2,NO,1,4,3,1,1,fdure,2.0
Savonnière,GE_Sav_2,NO,1,4,3,1,1,fibres,24.0
Savonnière,GE_Sav_2,NO,1,4,3,1,1,souple,0.0
Savonnière,GE_Sav_3,OSO,1,4,3,1,1,fdure,34.0
Savonnière,GE_Sav_3,OSO,1,4,3,1,1,fibres,210.0
Savonnière,GE_Sav_3,OSO,1,4,3,1,1,souple,0.0
Savonnière,GE_Sav_4,NO,2,2,3,1,1,fdure,28.0
Savonnière,GE_Sav_4,NO,2,2,3,1,1,fibres,280.0
Savonnière,GE_Sav_4,NO,2,2,3,1,1,souple,63.0
Savonnière,GE_Sav_6,NO,2,2,3,1,1,fdure,56.0
Savonnière,GE_Sav_6,NO,2,2,3,1,1,fibres,341.0
Savonnière,GE_Sav_6,NO,2,2,3,1,1,souple,165.0
Savonnière,GE_Sav_7,NO,2,2,3,1,1,fdure,8.0
Savonnière,GE_Sav_7,NO,2,2,3,1,1,fibres,106.0
Savonnière,GE_Sav_7,NO,2,2,3,1,1,souple,32.0
Savonnière,GE_Sav_8,NO,2,2,3,1,1,fdure,8.0
Savonnière,GE_Sav_8,NO,2,2,3,1,1,fibres,180.0
Savonnière,GE_Sav_8,NO,2,2,3,1,1,souple,32.0
Savonnière,GE_Sav_9,NO,2,2,3,1,1,fdure,19.0
Savonnière,GE_Sav_9,NO,2,2,3,1,1,fibres,375.0
Savonnière,GE_Sav_9,NO,2,2,3,1,1,souple,62.0
Tolochenaz,VD_Tol_1,SE,1,2,1,1,4,fdure,3.0
Tolochenaz,VD_Tol_1,SE,1,2,1,1,4,fibres,54.0
Tolochenaz,VD_Tol_1,SE,1,2,1,1,4,souple,0.0
Tolochenaz,VD_Tol_2,SE,1,2,1,1,4,fdure,1.0
Tolochenaz,VD_Tol_2,SE,1,2,1,1,4,fibres,54.0
Tolochenaz,VD_Tol_2,SE,1,2,1,1,4,souple,0.0
Tolochenaz,VD_Tol_3,ENE,1,2,1,1,4,fdure,7.0
Tolochenaz,VD_Tol_3,ENE,1,2,1,1,4,fibres,82.0
Tolochenaz,VD_Tol_3,ENE,1,2,1,1,4,souple,0.0
Tolochenaz,VD_Tol_4,ENE,1,2,1,1,4,fdure,6.0
Tolochenaz,VD_Tol_4,ENE,1,2,1,1,4,fibres,176.0
Tolochenaz,VD_Tol_4,ENE,1,2,1,1,4,souple,0.0
Tougues,74_Tou_1,NO,1,2,3,1,2,fdure,3.0
Tougues,74_Tou_1,NO,1,2,3,1,2,fibres,63.0
Tougues,74_Tou_1,NO,1,2,3,1,2,souple,8.0
Tougues,74_Tou_10,NO,2,2,3,1,2,fdure,6.0
Tougues,74_Tou_10,NO,2,2,3,1,2,fibres,187.0
Tougues,74_Tou_10,NO,2,2,3,1,2,souple,26.0
Tougues,74_Tou_11,NO,2,2,3,1,2,fdure,12.0
Tougues,74_Tou_11,NO,2,2,3,1,2,fibres,118.0
Tougues,74_Tou_11,NO,2,2,3,1,2,souple,16.0
Tougues,74_Tou_2,NO,1,2,3,1,2,fdure,3.0
Tougues,74_Tou_2,NO,1,2,3,1,2,fibres,161.0
Tougues,74_Tou_2,NO,1,2,3,1,2,souple,2.0
Tougues,74_Tou_3,NO,1,2,3,1,2,fdure,6.0
Tougues,74_Tou_3,NO,1,2,3,1,2,fibres,21.0
Tougues,74_Tou_3,NO,1,2,3,1,2,souple,6.0
Tougues,74_Tou_4,NO,1,2,3,1,2,fdure,2.0
Tougues,74_Tou_4,NO,1,2,3,1,2,fibres,20.0
Tougues,74_Tou_4,NO,1,2,3,1,2,souple,3.0
Tougues,74_Tou_5,NO,1,2,3,1,2,fdure,8.0
Tougues,74_Tou_5,NO,1,2,3,1,2,fibres,43.0
Tougues,74_Tou_5,NO,1,2,3,1,2,souple,0.0
Tougues,74_Tou_6,NO,1,2,3,1,2,fdure,6.0
Tougues,74_Tou_6,NO,1,2,3,1,2,fibres,50.0
Tougues,74_Tou_6,NO,1,2,3,1,2,souple,1.0
Tougues,74_Tou_7,NO,2,2,3,1,2,fdure,6.0
Tougues,74_Tou_7,NO,2,2,3,1,2,fibres,114.0
Tougues,74_Tou_7,NO,2,2,3,1,2,souple,10.0
Tougues,74_Tou_8,NO,2,2,3,1,2,fdure,27.0
Tougues,74_Tou_8,NO,2,2,3,1,2,fibres,59.0
Tougues,74_Tou_8,NO,2,2,3,1,2,souple,30.0
Tougues,74_Tou_9,NO,2,2,3,1,2,fdure,7.0
Tougues,74_Tou_9,NO,2,2,3,1,2,fibres,156.0
Tougues,74_Tou_9,NO,2,2,3,1,2,souple,9.0
Versoix,GE_Ver_1,ESE,1,3,3,1,2,fdure,3.0
Versoix,GE_Ver_1,ESE,1,3,3,1,2,fibres,59.0
Versoix,GE_Ver_1,ESE,1,3,3,1,2,souple,0.0
Versoix,GE_Ver_2,ESE,1,3,3,1,2,fdure,10.0
Versoix,GE_Ver_2,ESE,1,3,3,1,2,fibres,134.0
Versoix,GE_Ver_2,ESE,1,3,3,1,2,souple,2.0
Versoix,GE_Ver_3,ESE,1,3,3,1,2,fdure,1.0
Versoix,GE_Ver_3,ESE,1,3,3,1,2,fibres,89.0
Versoix,GE_Ver_3,ESE,1,3,3,1,2,souple,0.0
Versoix,GE_Ver_4,ESE,2,3,3,1,2,fdure,17.0
Versoix,GE_Ver_4,ESE,2,3,3,1,2,fibres,84.0
Versoix,GE_Ver_4,ESE,2,3,3,1,2,souple,0.0
Vidy,VD_Vid_1,SO,1,1,3,2,2,fdure,2.0
Vidy,VD_Vid_1,SO,1,1,3,2,2,fibres,102.0
Vidy,VD_Vid_1,SO,1,1,3,2,2,souple,0.0
Vidy,VD_Vid_10,S,2,1,3,2,2,fdure,14.0
Vidy,VD_Vid_10,S,2,1,3,2,2,fibres,171.0
Vidy,VD_Vid_10,S,2,1,3,2,2,souple,82.0
Vidy,VD_Vid_11,SO,2,1,3,2,2,fdure,37.0
Vidy,VD_Vid_11,SO,2,1,3,2,2,fibres,124.0
Vidy,VD_Vid_11,SO,2,1,3,2,2,souple,33.0
Vidy,VD_Vid_12,SO,2,1,3,2,2,fdure,62.0
Vidy,VD_Vid_12,SO,2,1,3,2,2,fibres,129.0
Vidy,VD_Vid_12,SO,2,1,3,2,2,souple,62.0
Vidy,VD_Vid_2,SO,1,1,3,2,2,fdure,10.0
Vidy,VD_Vid_2,SO,1,1,3,2,2,fibres,202.0
Vidy,VD_Vid_2,SO,1,1,3,2,2,souple,1.0
Vidy,VD_Vid_3,SO,1,1,3,2,2,fdure,1.0
Vidy,VD_Vid_3,SO,1,1,3,2,2,fibres,39.0
Vidy,VD_Vid_3,SO,1,1,3,2,2,souple,0.0
Vidy,VD_Vid_4,S,1,1,3,2,2,fdure,2.0
Vidy,VD_Vid_4,S,1,1,3,2,2,fibres,24.0
Vidy,VD_Vid_4,S,1,1,3,2,2,souple,0.0
Vidy,VD_Vid_5,S,1,1,3,2,2,fdure,13.0
Vidy,VD_Vid_5,S,1,1,3,2,2,fibres,36.0
Vidy,VD_Vid_5,S,1,1,3,2,2,souple,2.0
Vidy,VD_Vid_6,SSE,1,1,3,2,2,fdure,1.0
Vidy,VD_Vid_6,SSE,1,1,3,2,2,fibres,34.0
Vidy,VD_Vid_6,SSE,1,1,3,2,2,souple,0.0
Vidy,VD_Vid_7,SO,2,1,3,2,2,fdure,45.0
Vidy,VD_Vid_7,SO,2,1,3,2,2,fibres,214.0
Vidy,VD_Vid_7,SO,2,1,3,2,2,souple,46.0
Vidy,VD_Vid_9,SO,2,1,3,2,2,fdure,15.0
Vidy,VD_Vid_9,SO,2,1,3,2,2,fibres,130.0
Vidy,VD_Vid_9,SO,2,1,3,2,2,souple,44.0
